Vehicle Make Year,Vehicle Make,Vehicle Model,Claim Reg Date,Accident Place,Operation Assign Date,Portal_OtherAmt,Portal_PartProviderAmt,Portal_WorkShopAmt,Total
2022,HYUNDAI,ELANTRA,23/05/2024 3:00,Abha,23/05/2024 3:00,0,1577,2000,3577
2022,TOYOTA,COROLLA,23/05/2024 3:00,Abha,25/05/2024 3:00,0,389,1000,1389
2017,FORD,TAURUS,22/05/2024 3:00,Abha,25/05/2024 3:00,0,4600,1200,5800
2022,HONDA,ACCORD,24/05/2024 3:00,Abha,26/05/2024 3:00,0,0,4000,4000
2024,HYUNDAI,ELANTRA,23/05/2024 3:00,Abha,26/05/2024 3:00,0,3705,2422,6127
2020,TOYOTA,CAMRY,26/05/2024 3:00,Abha,27/05/2024 3:00,0,4875,2500,7375
2018,GMC,YUKON,26/05/2024 3:00,Abha,27/05/2024 3:00,0,14417,2500,16917
2017,HONDA,ACCORD,27/05/2024 3:00,Abha,28/05/2024 3:00,0,11240,2800,14040
2021,MAZDA,CX 30,28/05/2024 3:00,Abha,28/05/2024 3:00,0,13759,4500,18259
2020,TOYOTA,FORTUNER,28/05/2024 3:00,Abha,28/05/2024 3:00,0,1521,1200,2721
2022,MG,MG6,21/04/2024 3:00,Abha,29/05/2024 3:00,0,0,3250,3250
2022,GMC,YUKON,05/09/2023 3:00,Abha,29/05/2024 3:00,0,0,6153,6153
2020,HYUNDAI,SONATA,28/05/2024 3:00,Abha,30/05/2024 3:00,0,7608,2200,9808
2021,HYUNDAI,TUCSON,28/05/2024 3:00,Abha,30/05/2024 3:00,0,5448,4000,9448
2024,TOYOTA,CAMRY,29/05/2024 3:00,Abha,31/05/2024 3:00,0,1358,1326,2684
2022,HYUNDAI,ELANTRA,30/05/2024 3:00,Abha,31/05/2024 3:00,620,1172,1419,3211
2018,HYUNDAI,ELANTRA,30/05/2024 3:00,Abha,01/06/2024 3:00,0,2781,2000,4781
2021,TOYOTA,COROLLA,02/06/2024 3:00,Abha,03/06/2024 3:00,0,456,2000,2456
2022,HYUNDAI,ELANTRA,02/06/2024 3:00,Abha,03/06/2024 3:00,0,3561,3500,7061
2024,HYUNDAI,ELANTRA,03/06/2024 3:00,Abha,03/06/2024 3:00,0,974,1000,1974
2018,HYUNDAI,ELANTRA,16/03/2024 3:00,Abha,03/06/2024 3:00,0,1791,1300,3091
2023,MITSUBISHI,PICKUP 1C,02/06/2024 3:00,Abha,03/06/2024 3:00,0,23370,8000,31370
2020,HYUNDAI,SONATA,01/04/2024 3:00,Abha,03/06/2024 3:00,0,4752,600,5352
2023,HYUNDAI,TUCSON,18/03/2024 3:00,Abha,03/06/2024 3:00,0,3707,2500,6207
2021,TOYOTA,COROLLA,03/06/2024 3:00,Abha,04/06/2024 3:00,0,5002,2750,7752
2019,TOYOTA,FORTUNER,25/01/2024 3:00,Abha,05/06/2024 3:00,0,0,16000,16000
2023,CHEVROLET,Groove,03/06/2024 3:00,Abha,05/06/2024 3:00,0,13265,2624,15889
2021,TOYOTA,RAV4,05/06/2024 3:00,Abha,06/06/2024 3:00,0,3470,400,3870
2023,TOYOTA,CAMRY,05/06/2024 3:00,Abha,08/06/2024 3:00,0,1823,1000,2823
2024,LEXUS,NX,08/06/2024 3:00,Abha,08/06/2024 3:00,0,3659,3500,7159
2021,HYUNDAI,ACCENT,05/06/2024 3:00,Abha,09/06/2024 3:00,617,13356,3250,17223
2019,HYUNDAI,ELANTRA,08/06/2024 3:00,Abha,09/06/2024 3:00,0,7442,3000,10442
2020,HYUNDAI,ELANTRA,06/06/2024 3:00,Abha,09/06/2024 3:00,0,4129,1500,5629
2023,NISSAN,SUNNY,09/06/2024 3:00,Abha,09/06/2024 3:00,0,1358,3000,4358
2022,ISUZU,PICKUP 1C,09/06/2024 3:00,Abha,10/06/2024 3:00,0,14936,2000,16936
2020,HYUNDAI,ACCENT,10/06/2024 3:00,Abha,11/06/2024 3:00,0,4658,3500,8158
2023,TOYOTA,RAV4,10/06/2024 3:00,Abha,11/06/2024 3:00,0,3633,4000,7633
2022,TOYOTA,CAMRY,12/06/2024 3:00,Abha,12/06/2024 3:00,0,0,2000,2000
2023,HYUNDAI,ELANTRA,12/06/2024 3:00,Abha,12/06/2024 3:00,0,6100,1700,7800
2020,TOYOTA,HILUX 2C,12/06/2024 3:00,Abha,13/06/2024 3:00,0,1238,1000,2238
2020,HYUNDAI,SONATA,12/06/2024 3:00,Abha,13/06/2024 3:00,0,11218,3300,14518
2020,HYUNDAI,SONATA,12/06/2024 3:00,Abha,13/06/2024 3:00,0,6797,4000,10797
2024,FORD,Territory,13/06/2024 3:00,Abha,13/06/2024 3:00,0,8992,2500,11492
2020,HYUNDAI,Kona,13/06/2024 3:00,Abha,14/06/2024 3:00,0,1208,1200,2408
2021,TOYOTA,CAMRY,19/06/2024 3:00,Abha,20/06/2024 3:00,0,15107,5000,20107
2020,HYUNDAI,ACCENT,23/06/2024 3:00,Abha,23/06/2024 3:00,0,2607,2000,4607
2023,HYUNDAI,ACCENT,23/06/2024 3:00,Abha,23/06/2024 3:00,0,4042,3500,7542
2020,HYUNDAI,ELANTRA,23/06/2024 3:00,Abha,23/06/2024 3:00,0,3240,2000,5240
2022,HYUNDAI,Kona,23/06/2024 3:00,Abha,23/06/2024 3:00,0,4452,2500,6952
2018,HYUNDAI,ACCENT,24/06/2024 3:00,Abha,24/06/2024 3:00,0,1470,1500,2970
2019,TOYOTA,CAMRY,24/06/2024 3:00,Abha,24/06/2024 3:00,0,3466,1600,5066
2022,MAZDA,CX 9,24/06/2024 3:00,Abha,24/06/2024 3:00,0,3363,5000,8363
2018,TOYOTA,FORTUNER,24/06/2024 3:00,Abha,24/06/2024 3:00,0,3837,1500,5337
2018,MAZDA,Mazda 6,24/06/2024 3:00,Abha,24/06/2024 3:00,0,4249,3500,7749
2018,MAZDA,Mazda 6,24/06/2024 3:00,Abha,24/06/2024 3:00,0,6328,1700,8028
2021,TOYOTA,RAV4,24/06/2024 3:00,Abha,25/06/2024 3:00,0,2042,3500,5542
2020,TOYOTA,INNOVA,25/06/2024 3:00,Abha,26/06/2024 3:00,0,514,2500,3014
2023,HYUNDAI,Creta,26/06/2024 3:00,Abha,27/06/2024 3:00,0,152,3000,3152
2021,HYUNDAI,ELANTRA,26/06/2024 3:00,Abha,27/06/2024 3:00,0,11649,3500,15149
2020,MAZDA,Mazda 6,27/06/2024 3:00,Abha,29/06/2024 3:00,0,6065,1700,7765
2018,HYUNDAI,ELANTRA,30/06/2024 3:00,Abha,30/06/2024 3:00,0,1991,800,2791
2020,MAZDA,Mazda 6,30/06/2024 3:00,Abha,30/06/2024 3:00,0,5125,1500,6625
2020,HYUNDAI,ACCENT,28/06/2024 3:00,Abha,01/07/2024 3:00,0,0,978,978
2018,HYUNDAI,ELANTRA,01/07/2024 3:00,Abha,01/07/2024 3:00,0,1053,1200,2253
2020,TOYOTA,INNOVA,30/06/2024 3:00,Abha,01/07/2024 3:00,0,2883,2500,5383
2022,ISUZU,PICKUP 1C,30/06/2024 3:00,Abha,01/07/2024 3:00,0,1792,1500,3292
2023,HYUNDAI,ELANTRA,01/07/2024 3:00,Abha,02/07/2024 3:00,0,3187,1300,4487
2023,HYUNDAI,TUCSON,02/07/2024 3:00,Abha,03/07/2024 3:00,0,5308,2300,7608
2021,HYUNDAI,Creta,03/07/2024 3:00,Abha,04/07/2024 3:00,0,0,1934,1934
2023,TOYOTA,RUSH,03/07/2024 3:00,Abha,04/07/2024 3:00,0,7511,3500,11011
2023,TOYOTA,CAMRY,03/07/2024 3:00,Abha,07/07/2024 3:00,0,1569,2000,3569
2024,HYUNDAI,Grand i10,04/07/2024 3:00,Abha,07/07/2024 3:00,291,2044,1353,3688
2018,HYUNDAI,ELANTRA,04/07/2024 3:00,Abha,08/07/2024 3:00,0,1949,1500,3449
2023,HYUNDAI,SANTA FE,08/07/2024 3:00,Abha,08/07/2024 3:00,0,8111,3500,11611
2020,CHEVROLET,SPARK,06/07/2024 3:00,Abha,08/07/2024 3:00,0,4677,1800,6477
2023,TOYOTA,YARIS,07/07/2024 3:00,Abha,08/07/2024 3:00,0,19540,4000,23540
2022,HYUNDAI,ELANTRA,09/07/2024 3:00,Abha,09/07/2024 3:00,0,14114,5500,19614
2022,MITSUBISHI,PICKUP 2C,08/07/2024 3:00,Abha,09/07/2024 3:00,0,7608,2000,9608
2023,CHEVROLET,CAPTIVA,08/07/2024 3:00,Abha,11/07/2024 3:00,0,4302,5500,9802
2020,HYUNDAI,ACCENT,10/07/2024 3:00,Abha,14/07/2024 3:00,0,3868,2000,5868
2020,TOYOTA,CAMRY,15/07/2024 3:00,Abha,16/07/2024 3:00,0,5987,2500,8487
2024,TOYOTA,CAMRY,16/07/2024 3:00,Abha,17/07/2024 3:00,0,2206,1000,3206
2023,TOYOTA,YARIS,17/07/2024 3:00,Abha,18/07/2024 3:00,0,2400,1500,3900
2023,FORD,TAURUS,10/10/2023 3:00,Abqiq,12/10/2023 3:00,1000,6914,3500,11414
2021,HYUNDAI,ELANTRA,02/10/2023 3:00,Abqiq,04/12/2023 3:00,0,4282,2000,6282
2009,MERCEDES,TRUCK,14/01/2024 3:00,Abqiq,17/01/2024 3:00,0,0,30000,30000
2023,TOYOTA,CAMRY,16/01/2024 3:00,Abqiq,22/01/2024 3:00,0,11417,3000,14417
2019,TOYOTA,CAMRY,21/01/2024 3:00,Abqiq,27/01/2024 3:00,0,730,1390,2120
2020,HYUNDAI,SONATA,10/01/2024 3:00,Abqiq,30/01/2024 3:00,0,8804,3000,11804
2023,TOYOTA,LAND CRUISER,06/01/2024 3:00,Abqiq,05/02/2024 3:00,1589,46447,9461,57497
2022,HYUNDAI,AZERA,03/12/2023 3:00,Abqiq,06/02/2024 3:00,0,19047,4000,23047
2023,TOYOTA,FORTUNER,04/01/2024 3:00,Abqiq,13/02/2024 3:00,202,9075,4357,13634
2020,HYUNDAI,ACCENT,19/02/2024 3:00,Abqiq,21/02/2024 3:00,0,4036,1050,5086
2023,VOLVO,FH,26/02/2024 3:00,Abqiq,26/02/2024 3:00,0,2920,2800,5720
2022,NISSAN,URVAN-VAN,06/03/2024 3:00,Abqiq,07/03/2024 3:00,0,720,2000,2720
2024,TOYOTA,VXR,07/03/2024 3:00,Abqiq,10/03/2024 3:00,0,2216,2558,4774
2020,HYUNDAI,ACCENT,17/03/2024 3:00,Abqiq,17/03/2024 3:00,0,4217,1700,5917
2022,HYUNDAI,SONATA,11/12/2023 3:00,Abqiq,19/03/2024 3:00,0,10490,3200,13690
2023,HYUNDAI,TUCSON,26/03/2024 3:00,Abqiq,26/03/2024 3:00,1197,13946,2640,17783
2023,NISSAN,SUNNY,28/04/2024 3:00,Abqiq,28/04/2024 3:00,0,5600,5400,11000
2023,Sinotruk,Howo,02/05/2024 3:00,Abqiq,03/05/2024 3:00,0,5158,3000,8158
2023,HYUNDAI,SONATA,08/05/2024 3:00,Abqiq,12/05/2024 3:00,0,19367,6900,26267
2020,TOYOTA,CAMRY,03/06/2024 3:00,Abqiq,04/06/2024 3:00,0,3733,2000,5733
2015,MERCEDES,HEAD,02/06/2024 3:00,Abqiq,04/06/2024 3:00,0,41355,13500,54855
2022,GMC,SIERRA,24/06/2024 3:00,Abqiq,25/06/2024 3:00,0,25061,5000,30061
2023,TOYOTA,FORTUNER,02/07/2024 3:00,Abqiq,02/07/2024 3:00,0,2575,400,2975
2019,HYUNDAI,SANTA FE,05/03/2024 3:00,Abu Areesh,05/03/2024 3:00,0,7946,2300,10246
2019,HONDA,ACCORD,03/04/2024 3:00,Abu Areesh,04/04/2024 3:00,0,2953,500,3453
2023,KIA,SELTOS,18/04/2024 3:00,Abu Areesh,20/04/2024 3:00,0,9384,3293,12677
2018,TOYOTA,CAMRY,01/05/2024 3:00,Abu Areesh,04/05/2024 3:00,0,17041,2200,19241
2023,TOYOTA,YARIS,05/05/2024 3:00,Abu Areesh,06/05/2024 3:00,0,4385,2525,6910
2021,TOYOTA,JEEP PICKUP,14/03/2024 3:00,AD DARB,16/03/2024 3:00,0,4423,1983,6406
2024,HYUNDAI,Creta,29/04/2024 3:00,AD DARB,30/04/2024 3:00,0,11434,2342,13776
2021,TOYOTA,CAMRY,02/05/2024 3:00,AD DARB,05/05/2024 3:00,0,17977,2178,20155
2021,TOYOTA,CAMRY,04/05/2024 3:00,AD DARB,05/05/2024 3:00,0,2492,1418,3910
2020,HYUNDAI,SANTA FE,05/05/2024 3:00,AD DARB,06/05/2024 3:00,0,9893,2000,11893
2024,TOYOTA,FORTUNER,07/05/2024 3:00,AD DARB,08/05/2024 3:00,0,14258,3264,17522
2020,HYUNDAI,ELANTRA,07/03/2024 3:00,AD DARB,13/05/2024 3:00,0,14200,2300,16500
2024,HYUNDAI,Creta,18/05/2024 3:00,AD DARB,19/05/2024 3:00,0,5132,1500,6632
2021,MAZDA,Mazda 6,20/05/2024 3:00,AD DARB,20/05/2024 3:00,0,8191,3000,11191
2023,TOYOTA,CAMRY,22/05/2024 3:00,AD DARB,23/05/2024 3:00,400,17450,5179,23029
2020,TOYOTA,COROLLA,29/05/2024 3:00,AD DARB,30/05/2024 3:00,0,1874,2500,4374
2020,TOYOTA,CAMRY,06/06/2024 3:00,AD DARB,08/06/2024 3:00,0,9854,3206,13060
2023,MAZDA,6 High Plus,13/06/2024 3:00,AD DARB,14/06/2024 3:00,0,6633,4000,10633
2018,TOYOTA,FORTUNER,23/06/2024 3:00,AD DARB,23/06/2024 3:00,0,10258,2500,12758
2024,TOYOTA,HILUX,07/07/2024 3:00,AD DARB,08/07/2024 3:00,0,16364,3642,20006
2020,HYUNDAI,SANTA FE,14/07/2024 3:00,AD DARB,16/07/2024 3:00,0,13602,3500,17102
2023,TOYOTA,HILUX,29/01/2024 3:00,AD DILAM,08/02/2024 3:00,0,12691,5344,18035
2022,HONDA,ACCORD,08/03/2024 3:00,AD DILAM,10/03/2024 3:00,0,9573,3400,12973
2024,HYUNDAI,ELANTRA,27/02/2024 3:00,AD DILAM,13/03/2024 3:00,0,10000,3000,13000
2023,HYUNDAI,ELANTRA,29/02/2024 3:00,AD DILAM,24/03/2024 3:00,0,3846,2141,5987
2023,TOYOTA,PICKUP 2C,28/04/2024 3:00,AD DILAM,09/05/2024 3:00,250,16419,7000,23669
2023,TOYOTA,INNOVA,13/05/2024 3:00,AD DILAM,13/05/2024 3:00,0,6590,2200,8790
2022,MG,T60,02/03/2023 3:00,Afif,06/03/2023 3:00,500,10176,3800,14476
2023,HYUNDAI,SONATA,25/04/2023 3:00,Afif,29/04/2023 3:00,0,2083,1300,3383
2021,TOYOTA,RUSH,26/10/2023 3:00,Afif,17/12/2023 3:00,564,20206,4666,25436
2022,TOYOTA,HILUX,02/01/2024 3:00,Afif,03/01/2024 3:00,0,1861,800,2661
2023,HYUNDAI,ELANTRA,04/01/2024 3:00,Afif,17/01/2024 3:00,794,6268,3894,10956
2023,FORD,TAURUS,15/01/2024 3:00,Afif,30/01/2024 3:00,0,2157,1344,3501
2019,HONDA,ACCORD,13/02/2024 3:00,Afif,25/02/2024 3:00,0,8718,2500,11218
2019,TOYOTA,CAMRY,15/04/2024 3:00,Afif,17/04/2024 3:00,0,12817,2200,15017
2021,TOYOTA,CAMRY,16/04/2024 3:00,Afif,23/04/2024 3:00,0,9287,5630,14917
2022,KIA,CERATO,30/04/2024 3:00,Afif,01/05/2024 3:00,0,12594,5000,17594
2024,TOYOTA,COROLLA,21/04/2024 3:00,Afif,06/05/2024 3:00,0,8797,5140,13937
2023,TOYOTA,FORTUNER,05/05/2024 3:00,Afif,06/05/2024 3:00,0,2109,118,2227
2021,TOYOTA,GXR,27/03/2024 3:00,Afif,07/05/2024 3:00,537,4325,1793,6655
2021,HYUNDAI,ELANTRA,07/05/2024 3:00,Afif,09/05/2024 3:00,0,2067,1739,3806
2023,CNHTC,Howo,04/06/2024 3:00,Afif,05/06/2024 3:00,0,7785,2500,10285
2018,HYUNDAI,ACCENT,29/06/2024 3:00,Afif,30/06/2024 3:00,0,2318,2739,5057
2019,HYUNDAI,H1,11/07/2024 3:00,Afif,15/07/2024 3:00,0,0,1652,1652
2024,GEELY,COOLRAY,11/10/2023 3:00,AHAD AL MUSARIHAH,12/10/2023 3:00,0,7988,2955,10943
2023,TOYOTA,CAMRY,31/07/2023 3:00,Ahad Rufaidah,01/08/2023 3:00,0,10545,1200,11745
2022,HYUNDAI,AZERA,03/10/2023 3:00,Ahad Rufaidah,10/10/2023 3:00,0,19800,4100,23900
2017,HYUNDAI,ACCENT,12/12/2023 3:00,Ahad Rufaidah,31/12/2023 3:00,0,3640,1360,5000
2019,HYUNDAI,AZERA,03/01/2024 3:00,Ahad Rufaidah,04/01/2024 3:00,0,2428,1529,3957
2020,TOYOTA,CAMRY,12/12/2023 3:00,Ahad Rufaidah,11/01/2024 3:00,0,17013,2487,19500
2022,TOYOTA,CAMRY,17/01/2024 3:00,Ahad Rufaidah,18/01/2024 3:00,0,9403,1944,11347
2023,MITSUBISHI,PICKUP 1C,06/11/2023 3:00,Ahad Rufaidah,13/02/2024 3:00,0,4150,1600,5750
2020,DODGE,CHARGER,18/02/2024 3:00,Ahad Rufaidah,19/02/2024 3:00,0,11821,2500,14321
2023,KIA,K5,27/02/2024 3:00,Ahad Rufaidah,28/02/2024 3:00,0,3139,1300,4439
2020,TOYOTA,CAMRY,08/02/2024 3:00,Ahad Rufaidah,04/03/2024 3:00,0,5986,3000,8986
2020,HYUNDAI,ELANTRA,19/03/2024 3:00,Ahad Rufaidah,19/03/2024 3:00,0,1685,2800,4485
2020,HYUNDAI,ELANTRA,24/03/2024 3:00,Ahad Rufaidah,24/03/2024 3:00,0,605,2000,2605
2024,HYUNDAI,ACCENT,25/03/2024 3:00,Ahad Rufaidah,25/03/2024 3:00,0,14081,5500,19581
2019,TOYOTA,FORTUNER,28/03/2024 3:00,Ahad Rufaidah,31/03/2024 3:00,700,5044,2494,8238
2019,HYUNDAI,SONATA,27/04/2024 3:00,Ahad Rufaidah,28/04/2024 3:00,0,2681,1200,3881
2018,TOYOTA,CAMRY,28/04/2024 3:00,Ahad Rufaidah,29/04/2024 3:00,0,5139,1600,6739
2020,HYUNDAI,SAVANA,18/04/2024 3:00,Ahad Rufaidah,01/05/2024 3:00,0,1909,1000,2909
2016,TOYOTA,SEQUOIA,13/03/2024 3:00,Ahad Rufaidah,08/05/2024 3:00,0,0,3220,3220
2021,KIA,K5,13/05/2024 3:00,Ahad Rufaidah,14/05/2024 3:00,0,6086,3000,9086
2018,HYUNDAI,ELANTRA,20/05/2024 3:00,Ahad Rufaidah,20/05/2024 3:00,0,3027,2000,5027
2023,ISUZU,PICKUP 2C,19/10/2023 3:00,Ahad Rufaidah,27/05/2024 3:00,0,0,7000,7000
2023,NISSAN,X-TRAIL,27/05/2024 3:00,Ahad Rufaidah,28/05/2024 3:00,0,5300,800,6100
2023,NISSAN,SUNNY,22/10/2023 3:00,Ahad Rufaidah,05/06/2024 3:00,0,0,9500,9500
2022,TOYOTA,FORTUNER,13/06/2024 3:00,Ahad Rufaidah,14/06/2024 3:00,0,12538,3000,15538
2021,HYUNDAI,AZERA,25/06/2024 3:00,Ahad Rufaidah,27/06/2024 3:00,0,1352,1513,2865
2021,TOYOTA,CAMRY,25/06/2024 3:00,Ahad Rufaidah,27/06/2024 3:00,0,6334,4000,10334
2023,FORD,TAURUS,10/07/2024 3:00,Ahad Rufaidah,14/07/2024 3:00,0,2317,2500,4817
2020,TOYOTA,CAMRY,16/07/2024 3:00,Ahad Rufaidah,16/07/2024 3:00,0,16069,3000,19069
2021,NISSAN,Patrol Wagon,10/09/2023 3:00,Al Ahsa,11/09/2023 3:00,0,1787,5500,7287
2023,HYUNDAI,Kona,02/10/2023 3:00,Al Ahsa,04/10/2023 3:00,255,2094,847,3196
2023,TOYOTA,CAMRY,02/10/2023 3:00,Al Ahsa,10/10/2023 3:00,600,5255,4000,9855
2022,ISUZU,PICKUP 2C,02/11/2023 3:00,Al Ahsa,05/11/2023 3:00,0,10441,5500,15941
2020,ISUZU,PICKUP 2C,19/11/2023 3:00,Al Ahsa,20/11/2023 3:00,0,7071,2650,9721
1998,FORD,GRAND MARQUIS,19/11/2023 3:00,Al Ahsa,21/11/2023 3:00,0,1580,500,2080
2022,GREAT WALL,jolion,11/12/2023 3:00,Al Ahsa,12/12/2023 3:00,500,6052,4598,11150
2018,CHEVROLET,SUBURBAN,12/12/2023 3:00,Al Ahsa,20/12/2023 3:00,0,12867,1592,14459
2020,HYUNDAI,ACCENT,21/12/2023 3:00,Al Ahsa,23/12/2023 3:00,0,208,855,1063
2023,MAZDA,6,29/12/2023 3:00,Al Ahsa,01/01/2024 3:00,0,17878,3329,21207
2021,HONDA,CRV,04/01/2024 3:00,Al Ahsa,07/01/2024 3:00,0,3888,300,4188
2022,ISUZU,PICKUP 2C,12/02/2023 3:00,Al Ahsa,07/01/2024 3:00,0,1720,1000,2720
2022,TOYOTA,HILUX 2C,08/01/2024 3:00,Al Ahsa,09/01/2024 3:00,1014,14735,2926,18675
2021,HYUNDAI,SONATA,09/01/2024 3:00,Al Ahsa,10/01/2024 3:00,1000,19941,9000,29941
2024,TOYOTA,HILUX 2C,13/01/2024 3:00,Al Ahsa,14/01/2024 3:00,0,5473,3000,8473
2022,CHERY,TIGGO 2,11/01/2024 3:00,Al Ahsa,14/01/2024 3:00,0,6192,2200,8392
2019,JAGUAR,F PACE,17/01/2024 3:00,Al Ahsa,18/01/2024 3:00,0,15000,0,15000
2020,TOYOTA,HIACE - 15,17/01/2024 3:00,Al Ahsa,18/01/2024 3:00,678,2508,1722,4908
2019,HYUNDAI,SONATA,31/12/2023 3:00,Al Ahsa,25/01/2024 3:00,0,20000,5000,25000
2017,CHEVROLET,SUBURBAN,28/01/2024 3:00,Al Ahsa,29/01/2024 3:00,1054,0,2034,3088
2018,NISSAN,SUNNY,28/01/2024 3:00,Al Ahsa,29/01/2024 3:00,507,1228,864,2599
2017,HYUNDAI,H1 (12),18/01/2024 3:00,Al Ahsa,30/01/2024 3:00,0,4699,2200,6899
2020,TOYOTA,CAMRY,12/12/2023 3:00,Al Ahsa,31/01/2024 3:00,470,0,642,1112
2020,TOYOTA,CAMRY,05/02/2024 3:00,Al Ahsa,06/02/2024 3:00,0,7027,2374,9401
2023,TOYOTA,CAMRY,17/12/2023 3:00,Al Ahsa,07/02/2024 3:00,0,10094,9000,19094
2023,Changan,SEDAN,21/01/2024 3:00,Al Ahsa,07/02/2024 3:00,123,20252,1206,21581
2023,TOYOTA,YARIS,12/02/2024 3:00,Al Ahsa,13/02/2024 3:00,0,4248,4000,8248
2022,HYUNDAI,TUCSON,15/02/2024 3:00,Al Ahsa,15/02/2024 3:00,0,19969,4700,24669
2023,MITSUBISHI,PICKUP 1C,25/02/2024 3:00,Al Ahsa,26/02/2024 3:00,0,5742,500,6242
2023,HYUNDAI,SANTA FE,19/02/2024 3:00,Al Ahsa,26/02/2024 3:00,200,3006,1000,4206
2021,MAZDA,6 High Plus,27/02/2024 3:00,Al Ahsa,28/02/2024 3:00,1036,12621,2475,16132
2022,TOYOTA,LAND CRUISER,03/03/2024 3:00,Al Ahsa,03/03/2024 3:00,0,12891,3000,15891
2016,MERCEDES,HEAD,05/03/2024 3:00,Al Ahsa,06/03/2024 3:00,0,45739,8000,53739
2020,MAZDA,CX 5,03/01/2024 3:00,Al Ahsa,07/03/2024 3:00,1174,2888,1638,5700
2023,HYUNDAI,SANTA FE,06/03/2024 3:00,Al Ahsa,07/03/2024 3:00,0,3011,3800,6811
2024,HYUNDAI,SONATA,12/02/2024 3:00,Al Ahsa,07/03/2024 3:00,500,37710,6000,44210
2020,TOYOTA,AVALON,10/03/2024 3:00,Al Ahsa,11/03/2024 3:00,0,10180,2200,12380
2022,NISSAN,SUNNY,21/03/2024 3:00,Al Ahsa,21/03/2024 3:00,0,1760,1500,3260
2019,HYUNDAI,TUCSON,25/03/2024 3:00,Al Ahsa,25/03/2024 3:00,0,3951,1700,5651
2020,BMW,X4 -28i,25/03/2024 3:00,Al Ahsa,26/03/2024 3:00,1500,27261,18673,47434
2023,ISUZU,NQR,27/03/2024 3:00,Al Ahsa,27/03/2024 3:00,0,8490,3000,11490
2023,TOYOTA,YARIS,27/03/2024 3:00,Al Ahsa,27/03/2024 3:00,0,4163,4000,8163
2021,TOYOTA,COROLLA,10/11/2023 3:00,Al Ahsa,28/03/2024 3:00,0,6894,4500,11394
2022,KIA,SONET,26/03/2024 3:00,Al Ahsa,02/04/2024 3:00,0,4856,1900,6756
2020,BMW,740,03/03/2024 3:00,Al Ahsa,03/04/2024 3:00,0,5780,6348,12128
2023,HONDA,ACCORD,13/04/2024 3:00,Al Ahsa,14/04/2024 3:00,500,7730,3000,11230
2023,HYUNDAI,ELANTRA,16/04/2024 3:00,Al Ahsa,16/04/2024 3:00,600,3138,3000,6738
2022,HONDA,ACCORD,05/04/2024 3:00,Al Ahsa,17/04/2024 3:00,0,2623,600,3223
2016,TOYOTA,COROLLA,28/03/2024 3:00,Al Ahsa,17/04/2024 3:00,0,0,5000,5000
2018,HYUNDAI,ELANTRA,16/04/2024 3:00,Al Ahsa,17/04/2024 3:00,0,5870,1700,7570
2023,HYUNDAI,TUCSON,18/04/2024 3:00,Al Ahsa,21/04/2024 3:00,0,21951,4325,26276
2020,TOYOTA,YARIS,21/04/2024 3:00,Al Ahsa,21/04/2024 3:00,0,5328,1300,6628
2024,SUZUKI,Dzire,21/04/2024 3:00,Al Ahsa,23/04/2024 3:00,500,630,1000,2130
2023,FORD,TAURUS,22/04/2024 3:00,Al Ahsa,23/04/2024 3:00,0,24696,4200,28896
2015,HYUNDAI,TUCSON,26/04/2024 3:00,Al Ahsa,28/04/2024 3:00,0,374,700,1074
2023,TOYOTA,CAMRY,16/04/2024 3:00,Al Ahsa,30/04/2024 3:00,0,8720,2500,11220
2020,TOYOTA,JEEP,28/04/2024 3:00,Al Ahsa,06/05/2024 3:00,0,3993,1400,5393
2022,TOYOTA,HIACE,05/05/2024 3:00,Al Ahsa,07/05/2024 3:00,0,26411,3500,29911
2020,HYUNDAI,palisade,14/04/2024 3:00,Al Ahsa,07/05/2024 3:00,0,7028,2000,9028
2020,HYUNDAI,AZERA,07/05/2024 3:00,Al Ahsa,08/05/2024 3:00,450,1358,1400,3208
2006,MERCEDES,TRUCK,16/03/2024 3:00,Al Ahsa,09/05/2024 3:00,0,11036,12000,23036
2022,TOYOTA,CAMRY,08/05/2024 3:00,Al Ahsa,12/05/2024 3:00,450,2949,2000,5399
2019,GAC,GA4,17/03/2024 3:00,Al Ahsa,12/05/2024 3:00,0,2391,1500,3891
2022,TOYOTA,Land Cruiser LX V6,12/05/2024 3:00,Al Ahsa,13/05/2024 3:00,0,13318,7500,20818
2023,HYUNDAI,Creta,14/05/2024 3:00,Al Ahsa,14/05/2024 3:00,0,12165,8000,20165
2013,MERCEDES,HEAD,14/05/2024 3:00,Al Ahsa,15/05/2024 3:00,0,995,2048,3043
2024,HYUNDAI,Creta,15/05/2024 3:00,Al Ahsa,16/05/2024 3:00,0,8202,2600,10802
2024,MAZDA,CX 90,14/05/2024 3:00,Al Ahsa,16/05/2024 3:00,0,6840,5000,11840
2022,TOYOTA,CAMRY,22/05/2024 3:00,Al Ahsa,22/05/2024 3:00,750,3091,3250,7091
2022,LEXUS,ES,25/05/2024 3:00,Al Ahsa,26/05/2024 3:00,117,3392,1000,4509
2021,TOYOTA,AVALON,28/05/2024 3:00,Al Ahsa,29/05/2024 3:00,0,11487,6000,17487
2021,HYUNDAI,ELANTRA,30/05/2024 3:00,Al Ahsa,31/05/2024 3:00,600,6262,4000,10862
