,Vehicle Make Year,Vehicle Make,Vehicle Model,Claim Reg Date,Accident Place,Operation Assign Date,Portal_OtherAmt,Portal_PartProviderAmt,Portal_WorkShopAmt,Total,TimeDifference,Other_Amt_Class,WorkShop_Amt_Class,Time_Diff_Class,PartProvider_Amt_Class,Total_Class
172,2022,HAVAL,H6,2024-04-09,Abha,2024-04-09,0,2688.0,2000.0,4688.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
173,2023,MAZDA,6 High Plus,2024-04-14,Abha,2024-04-14,0,3671.0,1500.0,5171.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
174,2023,MAZDA,6 High Plus,2024-04-15,Abha,2024-04-15,0,3635.0,1000.0,4635.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
175,2020,TOYOTA,CAMRY,2024-04-15,Abha,2024-04-15,0,1817.0,1200.0,3017.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
176,2021,TOYOTA,CAMRY,2024-04-14,Abha,2024-04-15,0,1665.0,2500.0,4165.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
177,2022,MAZDA,CX 9,2024-04-16,Abha,2024-04-17,0,3783.0,14000.0,17783.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
178,2022,JEEP,Gladiator,2024-04-16,Abha,2024-04-17,0,2767.0,1173.0,3940.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
179,2019,HYUNDAI,SONATA,2024-04-17,Abha,2024-04-17,0,641.0,1400.0,2041.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
180,2021,FORD,TAURUS,2024-02-27,Abha,2024-04-17,0,17483.0,2500.0,19983.0,50,Class 1,Class 2,Class 3,Class 2,Class 2
181,2019,HYUNDAI,ELANTRA,2024-04-17,Abha,2024-04-18,0,6931.0,2000.0,8931.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
182,2020,TOYOTA,CAMRY,2024-04-18,Abha,2024-04-20,0,2435.0,1500.0,3935.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
183,2021,KIA,PEGAS,2024-04-19,Abha,2024-04-20,0,158.0,2300.0,2458.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
184,2023,FORD,TAURUS,2024-04-21,Abha,2024-04-21,0,11999.0,4000.0,15999.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
185,2023,TOYOTA,YARIS,2024-04-18,Abha,2024-04-21,0,7987.0,3200.0,11187.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
186,2022,MG,ZS,2024-04-20,Abha,2024-04-21,0,10882.0,3800.0,14682.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
187,2022,KIA,CERATO,2024-04-04,Abha,2024-04-22,0,12534.0,2500.0,15034.0,18,Class 1,Class 2,Class 3,Class 2,Class 2
188,2024,TOYOTA,CAMRY,2024-04-21,Abha,2024-04-23,0,1751.0,1500.0,3251.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
189,2021,TOYOTA,CAMRY,2024-04-22,Abha,2024-04-23,0,7082.0,2500.0,9582.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
190,2018,TOYOTA,CAMRY,2024-04-23,Abha,2024-04-23,0,6984.0,5000.0,11984.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
191,2020,HYUNDAI,Creta,2024-04-24,Abha,2024-04-24,0,947.0,700.0,1647.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
192,2023,TOYOTA,PICKUP 2C,2024-04-22,Abha,2024-04-24,0,12546.0,3500.0,16046.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
193,2023,GEELY,COOLRAY,2024-04-24,Abha,2024-04-25,700,9587.0,4023.0,14310.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
194,2021,HYUNDAI,ELANTRA,2024-04-24,Abha,2024-04-25,0,2340.0,1748.0,4088.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
195,2020,CHEVROLET,MALIBU,2024-04-25,Abha,2024-04-27,0,1800.0,1500.0,3300.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
196,2018,HYUNDAI,SONATA,2024-04-24,Abha,2024-04-27,0,5912.0,3000.0,8912.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
197,2020,MAZDA,Mazda 6,2024-04-25,Abha,2024-04-28,0,2912.0,1200.0,4112.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
198,2022,TOYOTA,CAMRY,2024-04-24,Abha,2024-04-29,0,13981.0,5000.0,18981.0,5,Class 1,Class 2,Class 2,Class 2,Class 2
199,2022,TOYOTA,CAMRY,2024-04-14,Abha,2024-04-30,0,15420.0,4500.0,19920.0,16,Class 1,Class 2,Class 3,Class 2,Class 2
200,2023,TOYOTA,HIACE,2024-04-30,Abha,2024-04-30,0,2341.0,1800.0,4141.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
201,2023,CHEVROLET,TAHOE,2024-04-04,Abha,2024-05-01,0,7726.0,15000.0,22726.0,27,Class 1,Class 2,Class 3,Class 2,Class 2
202,2021,HYUNDAI,Kona,2024-05-02,Abha,2024-05-05,0,5399.0,2500.0,7899.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
203,2021,TOYOTA,PICKUP 2C,2024-05-04,Abha,2024-05-05,0,4058.0,3000.0,7058.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
204,2023,HYUNDAI,TUCSON,2024-05-02,Abha,2024-05-05,0,1162.0,2000.0,3162.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
205,2023,TOYOTA,YARIS,2024-05-05,Abha,2024-05-05,0,4708.0,2300.0,7008.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
206,2020,TOYOTA,CAMRY,2024-05-05,Abha,2024-05-06,0,1852.0,1000.0,2852.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
207,2022,MAZDA,CX 30,2024-05-05,Abha,2024-05-06,0,7760.0,5500.0,13260.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
208,2019,MAZDA,CX 9,2024-05-05,Abha,2024-05-06,0,2222.0,1700.0,3922.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
209,2022,MAZDA,CX 9,2024-05-05,Abha,2024-05-06,0,3783.0,14000.0,17783.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
210,2024,HYUNDAI,ELANTRA,2024-05-05,Abha,2024-05-06,0,9476.0,1950.0,11426.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
211,2019,HYUNDAI,ELANTRA,2024-05-06,Abha,2024-05-06,0,773.0,2000.0,2773.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
212,2017,FORD,EXPLORER,2024-04-24,Abha,2024-05-06,0,7391.0,5500.0,12891.0,12,Class 1,Class 2,Class 2,Class 2,Class 2
213,2022,ISUZU,MUX,2024-05-06,Abha,2024-05-06,0,15636.0,2500.0,18136.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
214,2023,TOYOTA,CAMRY,2024-04-23,Abha,2024-05-07,0,7211.0,3000.0,10211.0,14,Class 1,Class 2,Class 2,Class 2,Class 2
215,2021,HYUNDAI,AZERA,2024-05-08,Abha,2024-05-08,0,23020.0,4500.0,27520.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
216,2021,MAZDA,CX 30,2024-02-27,Abha,2024-05-08,0,4873.0,4000.0,8873.0,71,Class 1,Class 2,Class 3,Class 2,Class 2
217,2023,TOYOTA,YARIS,2024-05-07,Abha,2024-05-08,0,756.0,2000.0,2756.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
218,2023,TOYOTA,HILUX,2024-05-08,Abha,2024-05-09,0,27011.0,5000.0,32011.0,1,Class 1,Class 2,Class 2,Class 3,Class 2
219,2022,HYUNDAI,TUCSON,2024-05-07,Abha,2024-05-09,0,5404.0,3000.0,8404.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
220,2020,HYUNDAI,ACCENT,2024-05-07,Abha,2024-05-11,0,4149.0,1800.0,5949.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
221,2019,TOYOTA,CAMRY,2024-05-08,Abha,2024-05-11,0,1572.0,2000.0,3572.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
222,2020,HYUNDAI,ACCENT,2024-05-09,Abha,2024-05-12,0,3760.0,3328.0,7088.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
223,2020,HYUNDAI,ACCENT,2024-05-08,Abha,2024-05-12,0,7103.0,2500.0,9603.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
224,2020,TOYOTA,AVALON,2024-05-10,Abha,2024-05-12,0,19738.0,3000.0,22738.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
225,2019,DODGE,CHARGER,2024-05-09,Abha,2024-05-12,0,0.0,1500.0,1500.0,3,Class 1,Class 2,Class 2,Class 1,Class 2
226,2022,BUS,CS 75,2024-02-28,Abha,2024-05-12,0,7022.0,2500.0,9522.0,74,Class 1,Class 2,Class 3,Class 2,Class 2
227,2024,TOYOTA,CAMRY,2024-05-12,Abha,2024-05-13,0,5134.0,1500.0,6634.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
228,2020,TOYOTA,COROLLA,2024-05-12,Abha,2024-05-13,0,3268.0,2000.0,5268.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
229,2020,HYUNDAI,ELANTRA,2024-05-09,Abha,2024-05-13,0,4898.0,4000.0,8898.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
230,2020,MAZDA,Mazda 6,2024-05-12,Abha,2024-05-13,0,6621.0,1800.0,8421.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
231,2022,GREAT WALL,PICKUP,2024-05-09,Abha,2024-05-13,0,4247.0,2000.0,6247.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
232,2024,TOYOTA,YARIS,2024-05-12,Abha,2024-05-13,0,24426.0,4000.0,28426.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
233,2024,TOYOTA,COROLLA,2024-05-11,Abha,2024-05-14,0,4396.0,3500.0,7896.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
234,2019,LEXUS,IS 250,2024-04-18,Abha,2024-05-14,0,22511.0,6000.0,28511.0,26,Class 1,Class 2,Class 3,Class 2,Class 2
235,2020,MAZDA,Mazda 6,2024-05-13,Abha,2024-05-14,0,7658.0,2000.0,9658.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
236,2023,FORD,TAURUS,2024-05-12,Abha,2024-05-14,0,9802.0,3000.0,12802.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
237,2023,GMC,YUKON,2024-05-13,Abha,2024-05-14,850,0.0,9500.0,10350.0,1,Class 2,Class 2,Class 2,Class 1,Class 2
238,2019,GMC,YUKON,2024-05-12,Abha,2024-05-14,0,0.0,2200.0,2200.0,2,Class 1,Class 2,Class 2,Class 1,Class 2
239,2021,HYUNDAI,ACCENT,2024-05-15,Abha,2024-05-15,0,629.0,2500.0,3129.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
240,2024,TOYOTA,CAMRY,2024-03-18,Abha,2024-05-15,0,22704.0,6000.0,28704.0,58,Class 1,Class 2,Class 3,Class 2,Class 2
241,2023,CHEVROLET,CAPTIVA,2024-05-14,Abha,2024-05-15,0,5646.0,4500.0,10146.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
242,2020,LEXUS,ES,2024-05-14,Abha,2024-05-15,0,5087.0,5000.0,10087.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
243,2020,FORD,TAURUS,2024-05-14,Abha,2024-05-15,0,2989.0,800.0,3789.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
244,2022,HYUNDAI,TUCSON,2024-05-14,Abha,2024-05-15,0,6067.0,3000.0,9067.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
245,2020,Changan,CS 95,2024-04-07,Abha,2024-05-16,0,4622.0,1500.0,6122.0,39,Class 1,Class 2,Class 3,Class 2,Class 2
246,2020,KIA,OPTIMA,2024-05-15,Abha,2024-05-16,0,6404.0,2500.0,8904.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
247,2020,MAZDA,6,2024-05-16,Abha,2024-05-18,0,4224.0,2000.0,6224.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
248,2021,Changan,CS 95,2024-05-16,Abha,2024-05-18,0,5434.0,1300.0,6734.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
249,2019,HYUNDAI,ELANTRA,2024-05-16,Abha,2024-05-18,0,8967.0,3000.0,11967.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
250,2021,HYUNDAI,ACCENT,2024-05-16,Abha,2024-05-19,0,7785.0,4000.0,11785.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
251,2019,HYUNDAI,ACCENT,2024-05-20,Abha,2024-05-20,0,2231.0,2000.0,4231.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
252,2022,TOYOTA,AVALON,2024-05-16,Abha,2024-05-20,0,2595.0,1630.0,4225.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
253,2024,TOYOTA,LAND CRUISER,2024-05-19,Abha,2024-05-20,0,8198.0,2000.0,10198.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
254,2020,HYUNDAI,TUCSON,2024-04-21,Abha,2024-05-20,0,4520.0,5000.0,9520.0,29,Class 1,Class 2,Class 3,Class 2,Class 2
255,2021,MAZDA,6 High Plus,2024-05-20,Abha,2024-05-21,0,4941.0,3500.0,8441.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
256,2023,TOYOTA,CAMRY,2024-05-19,Abha,2024-05-21,0,4273.0,1500.0,5773.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
257,2020,HYUNDAI,ELANTRA,2024-05-21,Abha,2024-05-21,0,3528.0,2200.0,5728.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
258,2020,HYUNDAI,ELANTRA,2024-05-20,Abha,2024-05-21,0,4487.0,3000.0,7487.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
259,2020,HYUNDAI,SONATA,2024-05-18,Abha,2024-05-21,0,7402.0,3800.0,11202.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
260,2023,HYUNDAI,TUCSON,2024-05-21,Abha,2024-05-22,0,205.0,1500.0,1705.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
261,2022,HYUNDAI,ELANTRA,2024-05-23,Abha,2024-05-23,0,1577.0,2000.0,3577.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
262,2022,TOYOTA,COROLLA,2024-05-23,Abha,2024-05-25,0,389.0,1000.0,1389.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
263,2017,FORD,TAURUS,2024-05-22,Abha,2024-05-25,0,4600.0,1200.0,5800.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
264,2022,HONDA,ACCORD,2024-05-24,Abha,2024-05-26,0,0.0,4000.0,4000.0,2,Class 1,Class 2,Class 2,Class 1,Class 2
265,2024,HYUNDAI,ELANTRA,2024-05-23,Abha,2024-05-26,0,3705.0,2422.0,6127.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
266,2020,TOYOTA,CAMRY,2024-05-26,Abha,2024-05-27,0,4875.0,2500.0,7375.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
267,2018,GMC,YUKON,2024-05-26,Abha,2024-05-27,0,14417.0,2500.0,16917.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
268,2017,HONDA,ACCORD,2024-05-27,Abha,2024-05-28,0,11240.0,2800.0,14040.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
269,2021,MAZDA,CX 30,2024-05-28,Abha,2024-05-28,0,13759.0,4500.0,18259.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
270,2020,TOYOTA,FORTUNER,2024-05-28,Abha,2024-05-28,0,1521.0,1200.0,2721.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
271,2022,MG,MG6,2024-04-21,Abha,2024-05-29,0,0.0,3250.0,3250.0,38,Class 1,Class 2,Class 3,Class 1,Class 2
272,2022,GMC,YUKON,2023-09-05,Abha,2024-05-29,0,0.0,6153.0,6153.0,267,Class 1,Class 2,Class 3,Class 1,Class 2
273,2020,HYUNDAI,SONATA,2024-05-28,Abha,2024-05-30,0,7608.0,2200.0,9808.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
274,2021,HYUNDAI,TUCSON,2024-05-28,Abha,2024-05-30,0,5448.0,4000.0,9448.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
275,2024,TOYOTA,CAMRY,2024-05-29,Abha,2024-05-31,0,1358.0,1326.0,2684.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
276,2022,HYUNDAI,ELANTRA,2024-05-30,Abha,2024-05-31,620,1172.0,1419.0,3211.0,1,Class 2,Class 2,Class 2,Class 2,Class 2
277,2018,HYUNDAI,ELANTRA,2024-05-30,Abha,2024-06-01,0,2781.0,2000.0,4781.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
278,2021,TOYOTA,COROLLA,2024-06-02,Abha,2024-06-03,0,456.0,2000.0,2456.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
279,2022,HYUNDAI,ELANTRA,2024-06-02,Abha,2024-06-03,0,3561.0,3500.0,7061.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
280,2024,HYUNDAI,ELANTRA,2024-06-03,Abha,2024-06-03,0,974.0,1000.0,1974.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
281,2018,HYUNDAI,ELANTRA,2024-03-16,Abha,2024-06-03,0,1791.0,1300.0,3091.0,79,Class 1,Class 2,Class 3,Class 2,Class 2
282,2023,MITSUBISHI,PICKUP 1C,2024-06-02,Abha,2024-06-03,0,23370.0,8000.0,31370.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
283,2020,HYUNDAI,SONATA,2024-04-01,Abha,2024-06-03,0,4752.0,600.0,5352.0,63,Class 1,Class 2,Class 3,Class 2,Class 2
284,2023,HYUNDAI,TUCSON,2024-03-18,Abha,2024-06-03,0,3707.0,2500.0,6207.0,77,Class 1,Class 2,Class 3,Class 2,Class 2
285,2021,TOYOTA,COROLLA,2024-06-03,Abha,2024-06-04,0,5002.0,2750.0,7752.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
286,2019,TOYOTA,FORTUNER,2024-01-25,Abha,2024-06-05,0,0.0,16000.0,16000.0,132,Class 1,Class 2,Class 3,Class 1,Class 2
287,2023,CHEVROLET,Groove,2024-06-03,Abha,2024-06-05,0,13265.0,2624.0,15889.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
288,2021,TOYOTA,RAV4,2024-06-05,Abha,2024-06-06,0,3470.0,400.0,3870.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
289,2023,TOYOTA,CAMRY,2024-06-05,Abha,2024-06-08,0,1823.0,1000.0,2823.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
290,2024,LEXUS,NX,2024-06-08,Abha,2024-06-08,0,3659.0,3500.0,7159.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
291,2021,HYUNDAI,ACCENT,2024-06-05,Abha,2024-06-09,617,13356.0,3250.0,17223.0,4,Class 2,Class 2,Class 2,Class 2,Class 2
292,2019,HYUNDAI,ELANTRA,2024-06-08,Abha,2024-06-09,0,7442.0,3000.0,10442.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
293,2020,HYUNDAI,ELANTRA,2024-06-06,Abha,2024-06-09,0,4129.0,1500.0,5629.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
294,2023,NISSAN,SUNNY,2024-06-09,Abha,2024-06-09,0,1358.0,3000.0,4358.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
295,2022,ISUZU,PICKUP 1C,2024-06-09,Abha,2024-06-10,0,14936.0,2000.0,16936.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
296,2020,HYUNDAI,ACCENT,2024-06-10,Abha,2024-06-11,0,4658.0,3500.0,8158.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
297,2023,TOYOTA,RAV4,2024-06-10,Abha,2024-06-11,0,3633.0,4000.0,7633.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
298,2022,TOYOTA,CAMRY,2024-06-12,Abha,2024-06-12,0,0.0,2000.0,2000.0,0,Class 1,Class 2,Class 1,Class 1,Class 2
299,2023,HYUNDAI,ELANTRA,2024-06-12,Abha,2024-06-12,0,6100.0,1700.0,7800.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
300,2020,TOYOTA,HILUX 2C,2024-06-12,Abha,2024-06-13,0,1238.0,1000.0,2238.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
301,2020,HYUNDAI,SONATA,2024-06-12,Abha,2024-06-13,0,11218.0,3300.0,14518.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
302,2020,HYUNDAI,SONATA,2024-06-12,Abha,2024-06-13,0,6797.0,4000.0,10797.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
303,2024,FORD,Territory,2024-06-13,Abha,2024-06-13,0,8992.0,2500.0,11492.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
304,2020,HYUNDAI,Kona,2024-06-13,Abha,2024-06-14,0,1208.0,1200.0,2408.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
305,2021,TOYOTA,CAMRY,2024-06-19,Abha,2024-06-20,0,15107.0,5000.0,20107.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
306,2020,HYUNDAI,ACCENT,2024-06-23,Abha,2024-06-23,0,2607.0,2000.0,4607.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
307,2023,HYUNDAI,ACCENT,2024-06-23,Abha,2024-06-23,0,4042.0,3500.0,7542.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
308,2020,HYUNDAI,ELANTRA,2024-06-23,Abha,2024-06-23,0,3240.0,2000.0,5240.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
309,2022,HYUNDAI,Kona,2024-06-23,Abha,2024-06-23,0,4452.0,2500.0,6952.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
310,2018,HYUNDAI,ACCENT,2024-06-24,Abha,2024-06-24,0,1470.0,1500.0,2970.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
311,2019,TOYOTA,CAMRY,2024-06-24,Abha,2024-06-24,0,3466.0,1600.0,5066.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
312,2022,MAZDA,CX 9,2024-06-24,Abha,2024-06-24,0,3363.0,5000.0,8363.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
313,2018,TOYOTA,FORTUNER,2024-06-24,Abha,2024-06-24,0,3837.0,1500.0,5337.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
314,2018,MAZDA,Mazda 6,2024-06-24,Abha,2024-06-24,0,4249.0,3500.0,7749.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
315,2018,MAZDA,Mazda 6,2024-06-24,Abha,2024-06-24,0,6328.0,1700.0,8028.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
316,2021,TOYOTA,RAV4,2024-06-24,Abha,2024-06-25,0,2042.0,3500.0,5542.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
317,2020,TOYOTA,INNOVA,2024-06-25,Abha,2024-06-26,0,514.0,2500.0,3014.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
318,2023,HYUNDAI,Creta,2024-06-26,Abha,2024-06-27,0,152.0,3000.0,3152.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
319,2021,HYUNDAI,ELANTRA,2024-06-26,Abha,2024-06-27,0,11649.0,3500.0,15149.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
320,2020,MAZDA,Mazda 6,2024-06-27,Abha,2024-06-29,0,6065.0,1700.0,7765.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
321,2018,HYUNDAI,ELANTRA,2024-06-30,Abha,2024-06-30,0,1991.0,800.0,2791.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
322,2020,MAZDA,Mazda 6,2024-06-30,Abha,2024-06-30,0,5125.0,1500.0,6625.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
323,2020,HYUNDAI,ACCENT,2024-06-28,Abha,2024-07-01,0,0.0,978.0,978.0,3,Class 1,Class 2,Class 2,Class 1,Class 2
324,2018,HYUNDAI,ELANTRA,2024-07-01,Abha,2024-07-01,0,1053.0,1200.0,2253.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
325,2020,TOYOTA,INNOVA,2024-06-30,Abha,2024-07-01,0,2883.0,2500.0,5383.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
326,2022,ISUZU,PICKUP 1C,2024-06-30,Abha,2024-07-01,0,1792.0,1500.0,3292.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
327,2023,HYUNDAI,ELANTRA,2024-07-01,Abha,2024-07-02,0,3187.0,1300.0,4487.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
328,2023,HYUNDAI,TUCSON,2024-07-02,Abha,2024-07-03,0,5308.0,2300.0,7608.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
329,2021,HYUNDAI,Creta,2024-07-03,Abha,2024-07-04,0,0.0,1934.0,1934.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
330,2023,TOYOTA,RUSH,2024-07-03,Abha,2024-07-04,0,7511.0,3500.0,11011.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
331,2023,TOYOTA,CAMRY,2024-07-03,Abha,2024-07-07,0,1569.0,2000.0,3569.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
332,2024,HYUNDAI,Grand i10,2024-07-04,Abha,2024-07-07,291,2044.0,1353.0,3688.0,3,Class 2,Class 2,Class 2,Class 2,Class 2
333,2018,HYUNDAI,ELANTRA,2024-07-04,Abha,2024-07-08,0,1949.0,1500.0,3449.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
334,2023,HYUNDAI,SANTA FE,2024-07-08,Abha,2024-07-08,0,8111.0,3500.0,11611.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
335,2020,CHEVROLET,SPARK,2024-07-06,Abha,2024-07-08,0,4677.0,1800.0,6477.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
336,2023,TOYOTA,YARIS,2024-07-07,Abha,2024-07-08,0,19540.0,4000.0,23540.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
337,2022,HYUNDAI,ELANTRA,2024-07-09,Abha,2024-07-09,0,14114.0,5500.0,19614.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
338,2022,MITSUBISHI,PICKUP 2C,2024-07-08,Abha,2024-07-09,0,7608.0,2000.0,9608.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
339,2023,CHEVROLET,CAPTIVA,2024-07-08,Abha,2024-07-11,0,4302.0,5500.0,9802.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
340,2020,HYUNDAI,ACCENT,2024-07-10,Abha,2024-07-14,0,3868.0,2000.0,5868.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
341,2020,TOYOTA,CAMRY,2024-07-15,Abha,2024-07-16,0,5987.0,2500.0,8487.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
342,2024,TOYOTA,CAMRY,2024-07-16,Abha,2024-07-17,0,2206.0,1000.0,3206.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
343,2023,TOYOTA,YARIS,2024-07-17,Abha,2024-07-18,0,2400.0,1500.0,3900.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
344,2023,FORD,TAURUS,2023-10-10,Abqiq,2023-10-12,1000,6914.0,3500.0,11414.0,2,Class 2,Class 2,Class 2,Class 2,Class 2
